id,price
100000,4477253.908729052
100001,6358440.086399702
100002,4003241.617569599
100003,1777315.7890978414
100004,2966312.90238397
100005,4059198.2301275693
100006,7185246.0288857035
100007,5108898.649436372
100008,10584831.094293011
100009,1676326.4853210314
100010,5905483.713895101
100011,1159090.8376610884
100012,1973376.9074546036
100013,2328195.7982068933
100014,4527401.284368247
100015,26792339.44000058
100016,8057166.97612614
100017,2832180.9228612217
100018,5294751.649724931
100019,2624402.867419068
100020,1860250.4651290865
100021,3956341.4870229024
100022,6588547.095256458
100023,3765847.646123837
100024,5486134.11774056
100025,3359735.889667706
100026,8734051.0921103
100027,2695729.7395974835
100028,3690606.498906216
100029,2355900.103695526
100030,1887715.9563128466
100031,7115500.326274741
100032,3317237.454809506
100033,3468618.010176757
100034,1650722.7291256427
100035,19888392.36951269
100036,1126679.7880399716
100037,1877133.7517485179
100038,2773566.0659938003
100039,2465756.6642365544
100040,1198571.3174862298
100041,9545440.624150695
100042,2612305.542674771
100043,9595043.760380626
100044,5959177.973677622
100045,693497.4092629337
100046,2788903.981788405
100047,3531148.336436463
100048,2231808.6904030377
100049,5826805.795967605
100050,7839708.74219077
100051,2734018.930218103
100052,3310682.743498166
100053,6920717.073891314
100054,2927033.339473399
100055,1713673.922147316
100056,1962003.3513063851
100057,5507632.567263291
100058,5171200.108635254
100059,5581805.289789253
100060,12583646.597472299
100061,3629373.1253080247
100062,1650715.0034653717
100063,5221751.379973815
100064,5334419.060310993
100065,2723977.511034407
100066,6299765.591005683
100067,2467842.5838863985
100068,1833739.7010668449
100069,1643406.430765201
100070,2302985.4050630345
100071,5208470.892658449
100072,31715164.103236493
100073,2796992.375929807
100074,3101629.9737308994
100075,5041093.399131781
100076,6357476.881745397
100077,1897595.9450707696
100078,4940367.29371194
100079,3750388.533106742
100080,1743324.6152112938
100081,5917880.114554186
100082,5516144.889973054
100083,2224178.670426279
100084,2623567.0736729214
100085,3727154.2547917604
100086,1697894.300616134
100087,6153630.902715857
100088,5828104.8231168585
100089,5566917.94049304
100090,5381705.390377726
100091,1515113.747414194
100092,3275748.414259219
100093,2993623.402962248
100094,3286585.740419252
100095,2478070.573422518
100096,2625235.9226886635
100097,3153863.7357971775
100098,3386145.5633363207
100099,3944493.4499828154
100100,7429551.993273861
100101,1897759.457415696
100102,6544540.652602995
100103,5271711.565111367
100104,300267.6002189546
100105,9660790.587213624
100106,3764331.4515752466
100107,3861707.088782188
100108,3167785.945693174
100109,3510096.2018884015
100110,3044262.2549990793
100111,5059641.493683606
100112,3838801.088895573
100113,4510484.526690924
100114,4662288.839202691
100115,6610855.068243249
100116,4302604.386969856
100117,2401333.295358631
100118,5259476.141623251
100119,2668120.8757551494
100120,1666694.1698582936
100121,2292082.294066664
100122,4691987.496281834
100123,5557563.581575324
100124,7154676.732952832
100125,5505476.702699416
100126,1332629.8006113968
100127,3577667.8062088545
100128,3659128.595197903
100129,5411249.857994803
100130,1181030.6777113834
100131,5011827.162380396
100132,24062782.74215986
100133,1571550.5602828274
100134,2291560.3168902798
100135,3440534.4268569597
100136,4118108.877842259
100137,4736024.756329549
100138,2931917.3057045564
100139,4467534.913729272
100140,1946630.7641720336
100141,6167076.814379036
100142,3528139.4025220736
100143,2380359.1227016794
100144,4925149.770006868
100145,4193456.2995237014
100146,4770724.438960572
100147,2973568.556763708
100148,3952280.7692532563
100149,4510144.704850047
